,,,,Overall,,,,,,,PP,,SH,,Defense,
Keaton Ellerby,FA,D,44,0,3,3,3,52,23,0,0,0,0,0,74,43
Greg Zanon,FA,D,44,0,6,6,-16,28,40,0,0,0,0,1,65,124
Derek Meech,FA,D,16,0,1,1,0,2,5,0,0,0,0,0,24,12
Darcy Hordichuk,FA,LW,4,0,0,0,-1,2,0,0,0,0,0,0,6,0
Jody Shelley,FA,LW,1,0,0,0,0,0,0,0,0,0,0,0,3,0
Eric Boulton,FA,LW,15,0,0,0,-4,36,5,0,0,0,0,0,23,6
Roman Hamrlik,FA,D,16,0,1,1,-4,8,7,0,0,0,0,0,8,14
Adrian Aucoin,FA,D,36,0,4,4,-8,16,26,0,0,0,0,0,43,13
Bryce Salvador,FA,D,39,0,2,2,-12,22,29,0,0,0,0,0,36,79
Tom Poti,FA,D,16,0,2,2,-2,2,8,0,0,1,0,0,5,15
Colton Sceviour,FLA,RW,1,0,1,1,-1,0,0,0,0,0,0,0,1,1
Tyson Strachan,FA,D,38,0,4,4,-13,40,42,0,0,0,0,0,110,62
Matt Hunwick,BUF,D,43,0,6,6,4,16,57,0,0,0,0,0,40,59
Derek Smith,ARI,D,22,0,1,1,-5,10,18,0,0,0,0,0,7,24
Mike Angelidis,FA,LW,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Steve Downie,ARI,RW,2,0,1,1,1,6,2,0,0,0,0,0,5,1
Andrej Sustr,FA,D,2,0,0,0,1,0,2,0,0,0,0,0,0,1
Daniel Bang,FA,RW,8,0,2,2,-2,0,13,0,0,0,0,0,12,0
Mark Scheifele,WPG,C,4,0,0,0,0,0,6,0,0,0,0,0,4,0
Joonas Rask,FA,C,2,0,1,1,-1,0,0,0,0,0,0,0,0,0
Mark Arcobello,FA,RW,1,0,0,0,0,0,0,0,0,0,0,0,0,2
Alexander Urbom,FA,D,1,0,0,0,-1,0,0,0,0,0,0,0,1,1
Patrice Cormier,FA,C,10,0,0,0,-3,7,4,0,0,0,0,0,15,2
Eric Wellwood,FA,LW,4,0,0,0,0,0,2,0,0,0,0,0,2,1
Paul Bissonnette,FA,LW,28,0,6,6,2,36,13,0,0,0,0,0,36,8
Mark Fistric,FA,D,25,0,6,6,6,32,9,0,0,0,0,0,88,53
Mike Komisarek,FA,D,4,0,0,0,2,2,1,0,0,0,0,0,11,6
Krys Barch,FA,RW,22,0,0,0,1,44,4,0,0,0,0,0,25,3
Matt Ellis,FA,C,6,0,0,0,0,0,8,0,0,0,0,0,0,3
Anton Babchuk,CGY,D,7,0,1,1,-1,0,5,0,0,0,0,0,1,9
Manny Malhotra,FA,C,9,0,0,0,-3,0,2,0,0,0,0,0,8,4
Hal Gill,FA,D,32,0,0,0,-3,12,8,0,0,0,0,0,28,38
Toby Petersen,FA,C,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Robyn Regehr,FA,D,41,0,4,4,-4,23,27,0,0,0,0,0,100,69
Tomas Kaberle,FA,D,10,0,3,3,4,0,11,0,0,0,0,0,2,11
Nick Petrecki,BUF,D,1,0,0,0,0,0,0,0,0,0,0,0,1,2
Dylan Reese,FA,D,3,0,0,0,0,0,1,0,0,0,0,0,0,4
Andreas Nodl,FA,RW,8,0,1,1,-1,2,6,0,0,0,0,0,13,3
Steve Pinizzotto,FA,RW,12,0,0,0,-6,29,9,0,0,0,0,0,29,4
Brendan Mikkelson,FA,D,4,0,1,1,1,6,0,0,0,0,0,0,3,5
David Rundblad,FA,D,8,0,1,1,-5,0,9,0,0,0,0,0,7,9
David Savard,CLS,D,4,0,0,0,-3,0,1,0,0,0,0,0,4,2
Brandon Mashinter,FA,LW,4,0,0,0,-2,0,2,0,0,0,0,0,7,1
Brandon McMillan,FA,LW,6,0,1,1,-1,2,2,0,0,0,0,0,4,1
Ryan Stanton,LA,D,1,0,0,0,1,2,1,0,0,0,0,0,1,2
Jonathan Marchessault,VGK,LW,2,0,0,0,-1,0,0,0,0,0,0,0,1,0
Quinton Howden,FA,LW,18,0,0,0,-11,2,22,0,0,0,0,0,21,6
Michael Sgarbossa,WAS,LW,6,0,0,0,-3,4,6,0,0,0,0,0,4,1
Derek Grant,PHI,C,5,0,0,0,-1,0,5,0,0,0,0,0,8,0
Mark Borowiecki,OTT,D,6,0,0,0,1,18,1,0,0,0,0,0,26,5
Anton Lander,FA,C,11,0,1,1,-4,2,11,0,0,0,0,1,7,2
Christian Thomas,FA,RW,1,0,0,0,0,0,2,0,0,0,0,0,3,0
Devante Smith-Pelly,FA,RW,7,0,0,0,-4,0,5,0,0,0,0,0,14,4
Harry Zolnierczyk,NYR,LW,7,0,1,1,0,36,4,0,0,0,0,0,7,3
Sean Collins,FA,C,5,0,0,0,-2,6,0,0,0,0,0,0,3,5
Matt Tennyson,NJ,D,4,0,2,2,2,2,8,0,0,0,0,0,4,2
Chad Ruhwedel,PIT,D,7,0,0,0,0,0,8,0,0,0,0,0,7,8
Nathan Beaulieu,WPG,D,6,0,2,2,5,0,8,0,0,0,0,0,3,4
Shane O'Brien,FA,D,28,0,4,4,0,60,28,0,0,0,0,0,42,36
Jamie Tardif,FA,RW,2,0,0,0,0,0,1,0,0,0,0,0,4,2
Matt Greene,FA,D,5,0,1,1,-1,8,3,0,0,0,0,0,22,5
Matt Carkner,FA,D,22,0,2,2,-2,46,19,0,0,0,0,0,27,19
Carl Soderberg,ARI,C,6,0,2,2,-2,6,6,0,0,0,0,0,3,3
Brad Stuart,FA,D,48,0,6,6,4,25,39,0,0,0,0,1,87,89
Kent Huskins,PHI,D,19,0,1,1,-3,4,4,0,0,0,0,0,18,37
Ed Jovanovski,FA,D,6,0,1,1,-4,0,6,0,0,0,0,0,3,8
Jamie Langenbrunner,FA,RW,4,0,1,1,1,0,5,0,0,0,0,0,4,0
Akim Aliu,FA,RW,5,0,0,0,-2,14,2,0,0,0,0,0,5,2
Trevor Smith,FA,C,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Jan Mursak,DET,RW,2,0,0,0,0,4,0,0,0,0,0,0,0,0
Colby Robak,FA,D,16,0,1,1,-1,17,15,0,0,0,0,0,4,13
Anthony Peluso,EDM,RW,5,0,2,2,1,14,4,0,0,0,0,0,7,0
Joe Colborne,FA,C,5,0,0,0,-1,2,4,0,0,0,0,0,11,0
Stu Bickel,FA,D,16,0,0,0,-2,49,2,0,0,0,0,0,13,6
Brooks Orpik,FA,D,46,0,8,8,17,32,32,0,0,0,0,0,119,114
Carlo Colaiacovo,FA,D,6,0,1,1,-4,2,12,0,0,1,0,0,12,10
Tim Gleason,FA,D,42,0,9,9,-3,40,36,0,0,1,0,0,90,64
Deryk Engelland,VGK,D,42,0,6,6,5,54,31,0,0,0,0,0,70,57
Mikael Samuelsson,FA,RW,4,0,1,1,-3,0,4,0,0,0,0,0,6,1
Cory Sarich,FA,D,28,0,2,2,-8,16,14,0,0,0,0,0,43,33
Jamal Mayers,FA,RW,19,0,2,2,2,16,10,0,0,0,0,0,26,4
Adam Pardy,FA,D,17,0,4,4,4,14,6,0,0,0,0,0,24,16
Mike Kostka,FA,D,35,0,8,8,-7,27,49,0,0,5,0,0,49,66
Ben Lovejoy,FA,D,35,0,10,10,4,29,58,0,0,3,0,1,76,42
Brett Bellemore,FA,D,8,0,2,2,-2,7,3,0,0,0,0,0,14,13
Micheal Haley,NYR,LW,9,0,0,0,-1,12,4,0,0,0,0,0,21,5
Brian Lee,FA,D,22,0,0,0,-13,16,13,0,0,0,0,0,49,28
Nicklas Jensen,FA,RW,2,0,0,0,-1,0,0,0,0,0,0,0,2,0
Drew LeBlanc,FA,C,2,0,0,0,-3,0,3,0,0,0,0,0,0,0
Brandon Pirri,VGK,C,1,0,0,0,0,0,2,0,0,0,0,0,1,1
Alex Petrovic,BOS,D,6,0,0,0,-8,25,5,0,0,0,0,0,10,4
Mark Barberio,COL,D,2,0,0,0,-2,0,1,0,0,0,0,0,0,1
Eric Selleck,FA,LW,2,0,1,1,2,17,2,0,0,0,0,0,5,0
Jon Rheault,FA,RW,5,0,0,0,0,0,5,0,0,0,0,0,12,4
Benn Ferriero,FA,RW,4,0,1,1,0,0,4,0,0,0,0,0,4,2
Brandon Bollig,FA,LW,25,0,0,0,-1,51,34,0,0,0,0,0,41,6
Matt Bartkowski,MIN,D,11,0,2,2,0,6,9,0,0,0,0,0,11,3
Ryan Hamilton,FA,LW,10,0,2,2,1,0,6,0,0,0,0,0,22,7
Matt Pelech,FA,RW,2,0,0,0,0,7,0,0,0,0,0,0,6,0
David Van der Gulik,FA,RW,9,0,2,2,2,6,10,0,0,0,0,0,10,5
Andrew Gordon,FA,RW,6,0,0,0,-1,0,2,0,0,0,0,0,4,1
Nicolas Blanchard,MON,C,9,0,0,0,-2,20,6,0,0,0,0,0,22,2
Brett Sutter,LA,LW,3,0,0,0,-1,4,2,0,0,0,0,0,7,0
Nicholas Drazenovic,FA,C,8,0,0,0,-2,4,5,0,0,0,0,0,8,1
Darroll Powe,FA,C,42,0,0,0,-1,27,23,0,0,0,0,0,82,22
Ryan Wilson,FA,D,12,0,3,3,4,8,23,0,0,0,0,0,17,12
Ian Cole,COL,D,15,0,1,1,-4,10,10,0,0,0,0,0,6,22
Mike Lundin,FA,D,11,0,1,1,-2,0,13,0,0,0,0,0,2,7
Zbynek Michalek,FA,D,34,0,2,2,4,14,42,0,0,0,0,0,42,87
Aaron Rome,FA,D,27,0,5,5,-2,18,15,0,0,0,0,0,43,32
Tim Brent,FA,C,30,0,3,3,-3,8,23,0,0,2,0,0,31,15
Adam Hall,FA,RW,37,0,4,4,0,23,34,0,0,0,0,0,59,26
Jay Pandolfo,FA,LW,18,0,0,0,-2,2,11,0,0,0,0,0,25,8
Derek Morris,FA,D,39,0,11,11,-6,36,68,0,0,3,0,0,92,69
Marty Reasoner,FA,C,31,0,5,5,-3,4,34,0,0,0,0,0,21,14
Toni Lydman,FA,D,35,0,6,6,-1,12,28,0,0,0,0,1,83,76
Michal Rozsival,FA,D,27,0,12,12,18,14,13,0,0,0,0,1,44,28
Jarred Tinordi,NSH,D,8,0,2,2,5,2,5,0,0,0,0,0,14,6
Ben Street,NJ,C,6,0,1,1,-1,0,13,0,0,0,0,1,8,2
Filip Forsberg,NSH,RW,5,0,1,1,-5,0,14,0,0,0,0,0,3,0
Jamie Oleksiak,DAL,D,16,0,2,2,-5,14,11,0,0,0,0,0,32,18
Brandon Manning,EDM,D,6,0,2,2,4,0,5,0,0,0,0,0,15,4
Greg Pateryn,MIN,D,3,0,0,0,0,0,0,0,0,0,0,0,2,1
Chris Brown,PIT,C,5,0,0,0,0,2,6,0,0,0,0,0,6,0
Jeremy Welsh,FA,C,5,0,1,1,1,0,4,0,0,0,0,0,6,0
Chris VandeVelde,FA,C,11,0,0,0,-3,4,7,0,0,0,0,0,12,3
Michal Jordan,FA,D,5,0,0,0,-2,2,2,0,0,0,0,0,0,2
Jared Staal,FA,RW,2,0,0,0,-2,2,3,0,0,0,0,0,12,1
Victor Bartley,FA,D,24,0,7,7,2,6,19,0,0,0,0,0,35,28
Paul Byron,MON,C,4,0,1,1,-2,2,1,0,0,0,0,0,3,1
Brian Strait,NJ,D,19,0,4,4,4,10,13,0,0,0,0,0,33,21
Keith Ballard,FA,D,36,0,2,2,-2,29,35,0,0,0,0,0,45,34
Cody McCormick,FA,C,8,0,0,0,-2,10,6,0,0,0,0,0,17,5
Cam Barker,FA,D,14,0,2,2,-3,4,19,0,0,0,0,0,16,16
Andrej Meszaros,FA,D,11,0,2,2,-9,2,18,0,0,1,0,0,18,24
Jeff Schultz,FA,D,26,0,3,3,-6,12,12,0,0,0,0,0,17,25
Zenon Konopka,FA,C,37,0,0,0,-4,117,18,0,0,0,0,0,23,9
Brendan Smith,NYR,D,34,0,8,8,1,36,33,0,0,2,0,0,20,35
Jake Dowell,FA,C,2,0,0,0,0,0,3,0,0,0,0,0,2,0
Nick Holden,VGK,D,2,0,0,0,1,0,2,0,0,0,0,0,3,0
Jesse Joensuu,FA,RW,7,0,2,2,2,6,15,0,0,0,0,0,12,0
Theo Peckham,FA,D,4,0,0,0,-1,6,2,0,0,0,0,0,14,5
Tim Sestito,FA,C,6,0,0,0,1,2,4,0,0,0,0,0,10,2
Chris Summers,FA,D,6,0,0,0,-3,9,5,0,0,0,0,0,12,10
Blair Jones,FA,C,15,0,1,1,-6,10,22,0,0,0,0,0,22,9
Joe Finley,FA,D,16,0,1,1,-5,20,2,0,0,0,0,0,24,15
Clayton Stoner,FA,D,48,0,10,10,0,42,40,0,0,0,0,1,87,57
Jake Gardiner,CAR,D,12,0,4,4,0,0,12,0,0,2,0,0,13,15
Mattias Tedenby,FA,LW,4,0,1,1,0,2,2,0,0,0,0,0,1,1
Matt Anderson,NJ,RW,2,0,1,1,1,0,0,0,0,0,0,0,0,1
Matt Gilroy,FA,D,15,0,0,0,-3,6,14,0,0,0,0,0,6,6
Matt Taormina,FA,D,2,0,0,0,-1,0,0,0,0,0,0,0,5,3
Erik Gudbranson,ANH,D,32,0,4,4,-22,47,49,0,0,1,0,0,80,32
Riley Sheahan,EDM,C,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Ryan Murphy,FA,D,4,0,0,0,-4,2,7,0,0,0,0,0,2,9
Rickard Rakell,ANH,C,4,0,0,0,-2,0,3,0,0,0,0,0,4,0
Carter Bancks,VAN,LW,2,0,0,0,0,0,0,0,0,0,0,0,6,3
Eric Gelinas,FA,D,1,0,0,0,-1,0,1,0,0,0,0,0,1,0
Nate Prosser,PHI,D,17,0,0,0,4,4,5,0,0,0,0,0,17,22
Johan Larsson,BUF,C,1,0,0,0,0,0,2,0,0,0,0,0,2,1
Mark Stone,VGK,RW,4,0,0,0,-1,2,3,0,0,0,0,0,10,0
Mattias Ekholm,NSH,D,1,0,0,0,-1,0,0,0,0,0,0,0,0,0
Adam Larsson,EDM,D,37,0,6,6,4,12,30,0,0,0,0,0,37,49
Danny DeKeyser,DET,D,11,0,1,1,4,2,15,0,0,0,0,0,9,9
Dmitrij Jaskin,FA,RW,2,0,0,0,-1,0,2,0,0,0,0,0,2,0
Cameron Schilling,WPG,D,1,0,0,0,-1,0,0,0,0,0,0,0,0,1
Bill Sweatt,VAN,LW,1,0,0,0,-1,0,0,0,0,0,0,0,0,0
Mike Hoffman,FLA,LW,3,0,0,0,-1,2,6,0,0,0,0,0,8,2
Michael Caruso,FA,D,2,0,0,0,-1,0,0,0,0,0,0,0,0,2
Justin Braun,PHI,D,41,0,7,7,-5,6,48,0,0,1,0,0,53,51
Tim Erixon,FA,D,31,0,5,5,4,14,21,0,0,2,0,0,20,35
Matt Konan,FA,D,2,0,0,0,0,0,4,0,0,0,0,0,5,2
Harri Pesonen,FA,LW,4,0,0,0,-1,2,3,0,0,0,0,0,4,0
Erik Johnson,COL,D,31,0,4,4,-3,18,64,0,0,0,0,0,44,58
Andrew Murray,FA,C,1,0,0,0,0,0,2,0,0,0,0,0,1,0
Jordan Hendry,ANH,D,2,0,0,0,0,0,0,0,0,0,0,0,1,2
Darren Helm,DET,C,1,0,0,0,0,2,1,0,0,0,0,0,4,0
Bracken Kearns,FA,C,1,0,0,0,0,0,0,0,0,0,0,0,3,0
Andreas Lilja,PHI,D,4,0,0,0,-1,0,2,0,0,0,0,0,12,7
Eric Belanger,FA,C,26,0,3,3,-1,10,31,0,0,0,0,0,19,15
Ron Hainsey,OTT,D,47,0,13,13,-8,10,52,0,0,1,0,0,36,123
Nolan Yonkman,CGY,D,7,0,0,0,-1,11,4,0,0,0,0,0,12,2
Brett Clark,FA,D,8,0,1,1,-9,0,6,0,0,0,0,0,5,11
Scott Hannan,FA,D,33,0,1,1,-14,22,25,0,0,0,0,0,35,54
Steven MacIntyre,ANH,LW,1,0,0,0,0,12,0,0,0,0,0,0,2,0
Cam Janssen,FA,RW,4,0,0,0,-1,2,0,0,0,0,0,0,5,0
Mathieu Roy,TB,D,1,0,0,0,-1,0,0,0,0,0,0,0,0,0
Andrew Alberts,FA,D,24,0,1,1,-7,32,15,0,0,0,0,0,39,31
Kris Newbury,FA,C,6,0,1,1,1,9,4,0,0,0,0,0,9,0
Aaron Johnson,FA,D,10,0,0,0,0,10,8,0,0,0,0,0,18,5
Steve Eminger,FA,D,35,0,3,3,9,8,22,0,0,0,0,0,53,41
